raw_link,news_link,
https://news.google.com/rss/articles/CBMi8AFBVV95cUxNcFVXQzRyRmJxUDZsNzVreGxSLVFBNkxZaEMtNmNjaklxSklsbWx5bG9MbU5GaWJxVnJzN2RJeFhnVi02Ul9QVUNEaGdWZGFpeTkwV0NaanBQR1JaWFdEbEJWeWhXWnBlZ2Y3XzhHMTNyaXctRzVJT3lVcUZDM3h2SlpTeDFWSnNITkhkOVgwSC01Y1ZvRmtQZE0xSC0zdVIxXy1pM3FoTFJXVm92N0oxcFBYdGJjR3p2dmRGNFp4WmdRWXlHLUZJb2l1Xzc3QUVyNG83X0lRSG1WcDU1Rmtua0RyaDhJSHJheG9VNnFXQULSAfYBQVVfeXFMT1RmcmNtVXRUT3JYRjg2ZEZMRUZqb09oS2U5NnZpbHVXa0ctWl9JN1FnYm9rRlg1MGU5M1RkQmczVUoyTGJaNkdYYjFXdFZpdFVmRkdaZHNQLVlvZFh2Z0xJR29jUXIxUnVDQkticFhiZGNPaFVjckkwREwxNTZ2dEgxSVhNSXlDVTlFZXVkaHFxNW9fTG5Bc0kxLTR5bjFhX1Rzb204dlZoZnhaZnRkV2VnWnpQQ1ZrdW9EWmlPbTlqYklYZHozbENmZ2xNNGxkMUZQazUybkdaYnBJazY3ckhlbjVSM1U2WHZMZ1FnN0V0cnVFTk13?oc=5,https://www.pojoksatu.id/news/1086611791/gegara-suaminya-saling-pandang-dengan-penumpang-angkot-jaklingko-emak-emak-ngamuk-bikin-macet-jalan-rawa-belong-jakbar,2.93
https://news.google.com/rss/articles/CBMipgFBVV95cUxOX1dKV1ptUDRkYXZUX3lqckxqQjRKS0xjWXczM2J0dVZNd0tEdk1xaWlwV2NnR3FaS1FsUFNhb1hGYXB0ckV4aG9JZFhTWkx2ejEydG5ObHRfWmZ0UjdReEF0UzU1MDkxR3c5WER5UXJPWXlVMGZ1cTg4ZHZJbVpwWGNiMHBFcU12S09KbVNseW55MGhQdFlrcmo1RGRmNER0MXBRVG1B0gGuAUFVX3lxTE1KWVd3RFNmUTc3MmtTTEJ6eHhxa2hrOW54WGdlSmZaLXZyOTFYWlFWTUozZ2FnSWk4R0lodFNLLU1qOFBiVlBQN1ZQWHJWX2pRVkQ4Tll5TXlSZ1JfQ2pVb2d5cU91NnpHMDdYYjNpV3l2d3F3ZTc5ek9KV2twRjVXd1BrTXB5OE4tWjBtQXpJTXQ1dUpXcFpLcndFV2F0WElYUjVOb2FPbll4eGt2Zw?oc=5,https://kumparan.com/jendela-dunia/rute-jaklingko-73-sebagai-transportasi-massal-di-jakarta-251qL426v0F,22.05
https://news.google.com/rss/articles/CBMijgFBVV95cUxNdkRpTUhhVU9rbkZGa3RLUEFMQ1NKakl3cmV5N2Y0T0JNOEJQaUxMOVRGdllGazVzOTBKc3RPcFE2bXFlZjZOV3VEX3FMQ0ZhQXZZNzRMa0ZJWHp4cHdJT3dzcHV3ZlpjZm1reXV4RDNkWU81NV8zOFkwQnEyLVYzelIwRG4tSUg3bFdNbXB3?oc=5,https://tirto.id/transjakarta-dan-jaklingko-tetap-beroperasi-selama-lebaran-2025-g9l7,5.62
https://news.google.com/rss/articles/CBMioAFBVV95cUxQWHUxaW44bC1nTGljRURkdjMtbW5SMFBBQ3ppelVoUFlqNnNNNUhhZFpnaks0QUtydHZHT1BGaWF5S2ZSeHo0UVZLMTlIanpJdnVmQzJYdTJwcjUzTjNxOHVZLWJtUUc1dmYxdWh1bEdXYmlJbjY5bDNyMXRKd0Zuc0R2eC1VbjVxblBla3RXM2Mtb1FlSGxxekh5SzZRVFh00gGoAUFVX3lxTE5ZTlFfemdqcUhuNTN6UVdxQ0Q1ZVZ6MW5Iak9WR21faTkwUnRfTUZEV1N0bDFTOUROTThTVmZkekN4RjJxZVZGMExDLWYtR0hoOWFkWllsREhiX1JuYldMdDNtVnowcldnUXpzZW1HdXdSTjExd2hYdk5EM19JWXdkUWtOX01WQUVZWm1IVkN1OVdwUGlUaEh4QlRROThBMk45UDhldGJNZg?oc=5,https://kumparan.com/jendela-dunia/2-jaklingko-yang-lewat-mall-artha-gading-dan-rutenya-24t5jHKaOSV,14.61
https://news.google.com/rss/articles/CBMisAFBVV95cUxON0lkdDdRQ1BZVFZCaV8yQ2psZF9hS3JTQWVCX2VZOGdlVXZSbU9RZy1oel9VUy1SS01zRl8ta3BWTTFTNk5vT2UybTMtNHRrQVN6N3JMTHQtZzMyU1R1bmczT1hqRlVyMGdmd2JsYmJiTUF4eVRPZ3FweTlmTTNoaEpvZUlwS1JpQVhFdkR4Q19yY0R5SzVVMXRpQTJOTmRRaWZQTk5FNGtBOFM0QzNya9IBtgFBVV95cUxNRDVDLTlMTFh0VmtBdXhiNGd4eG8zZjZFYnFlRmpBdG1YcUk2dTduOV9sUUVCSHltY2lZZnpIb0ppd3E2ZW5fZXQwRmh2X19sRW92WWhONWQzMDJ2Vm94TkJjMVhrNlpObDQzY1RxUktpMUJDNTJWcEhyOE5XMk5id2hSVDg0QUJBZzRDdFZsdm5SUG04SXo5clF6SzBKemRUcUdnV19aOHdfSXg2M0NPRDZJS3J3Zw?oc=5,https://news.detik.com/berita/d-7931764/dirut-jaklingko-mrt-ubah-gaya-hidup-orang-tadinya-pilih-ojol-atau-mobil,31.73
https://news.google.com/rss/articles/CBMitAFBVV95cUxPcFUwaFJ6Mk41VFNhT0tsNXJJYUJsSWtYaE1zQ0IxSE5tVi1wMlBsRmNyb0NHVmVlNmF0V0FTWW5hRFdzS0pPbzlBN2RkMUVYNVFIWFFhbVlTMHVMOTloemR2TFR4aGFESGFpRHlhTFZfT0dGSDVXTlN4V18yOUN3V1ZmWTBMbHEyYVdkVWdSNHhrZDZvS2czZkJFUFhjZ1NSelV1QUtqMllob2MybzBjZ0lleG3SAbwBQVVfeXFMTU9DUS1Icmp6TV80WENoMk16Q3JfNkFLS1FqRUdqbGdnam9vMk5YUU5FdmRpSVZ1VEpOdlFKTElhbE1uSFdmSWluc3RiV3d2S01WWU1FRTRCWjNpMFVzdWJTRjFIYmFWX0Z2el9USWM4NGZQOFkydHRoZGd3RHFvRVYtaGpsel9KeTV6SENaaXR2VTRNc2Y0U3B0SndJY2F0MktuSkxLOVp4MFVTbnJjQnB4UUNIMlE5Rzc2WEY?oc=5,https://kumparan.com/jendela-dunia/3-transportasi-jaklingko-yang-lewat-stasiun-klender-wajib-diketahui-24t8nyZCXgc,8.75
https://news.google.com/rss/articles/CBMi0AFBVV95cUxOX1JHeHUyUGZ0ZDB2NHdRUGhlQ3NUYmJRMlNUZEgzc3RZSXRndFlPQXJoaE1xTTBrVTlLOURZMlBmOGE0VnJWV2NOeUFDZ2xUYzJTOGhaamRQb2JpNENSQ08zWGtveVM2amRTd0F6R0kxb2kwcERBcjZyYXlpN3RKeGpOalEtUldCeXhic0tNeXBJUVVoZDlOdzl5NzJpSDh1YlV2TFJ4bUxqNGhGNTVnUS1Cck9DZlBYTUZlZDRlWS1xVEduUEFPdEp4NE96WkdN0gHWAUFVX3lxTE9FUVJmcm5YVllRMTllTFd3ZVlZUUhTa2JLOVo5LXY0T29nbnVTZ29FcVJUMVZFbjNKTDFCTXBpeVFWN2tBbWxhSC1HV1pxaFpTci1vZzE0bVUwd2hRbUUwQUp6NGZ1Zm16aWxSTmdKLXZqYTc0NFlaTDBKOUw5UGotczVkOU9DUU91d1hFT2pkZmd3UEtXMmYxSWNMbEc2TGt4U2F6OEd6cWY1UmdmWWFPM1VCQ2JVTG4wdVBaLUZxZUhjNzdQU19hZHpzREt6dC1RaDFPMGc?oc=5,https://www.merdeka.com/peristiwa/daftar-rute-transjakarta-dan-jaklingko-yang-sudah-normal-beroperasi-hampir-100-normal-461435-mvk.html,8.62
https://news.google.com/rss/articles/CBMilwFBVV95cUxPaXlEdVkyVHc4RGFqUjNKcGxIa2NXUDFNNXRuRWFqbElPbl81cWV4NWs0V1B5amZxTmRVOVlTMVlOc0trU091ZDVzbm43QW02YUU2Uml0U1hoT1BQTENFUlppZk1NSlVZMFFqM2N6STdtSGhWSjh2RW1hU09WRlhYaWplUVoxSzAybTZSWXFpQ2g4TWswclN3?oc=5,https://www.metrotvnews.com/play/NgxCD069-mikrotrans-jaklingko-jadi-solusi-kemacetan-jakarta,30.02
https://news.google.com/rss/articles/CBMimwFBVV95cUxQcVU3Mlp0V3loY2cxYWFjQm4zNG9TVHZmbGxQbXd1ZkJhODg4Y2FBRWFVLS1CQXdEQXY1dVJhWjVkbk5hZGpqdnZabExuNG5VV1MwV195bHVVamxmS2g5Yl9jRHJabnpBTTBMNEtzNzlDTWttekg4dDdRWjlyMFRBalFna1MtWE1Kb3B6T0ItR2l6MTFQMUpjbmRnQQ?oc=5,https://www.metrotvnews.com/read/ba4Cz4ya-tegas-pramono-ancam-pecat-sopir-jaklingko-ugal-ugalan,12.39
https://news.google.com/rss/articles/CBMiwgFBVV95cUxQUTZBZjVOUUFSVGo2Z2paTTlGTy1IMmdRZ0pTYklkUXVCR0t1SFloUWQxeTRRZUM0WDR3QTlRejBnWDFpNVgwdjBHWDZtUHd1U3p4WmZaMGJSNzdaejhUdlN4U0lBVkZ2YXpURkpUS2dGdTVXQmZJTWNFQnFtWGJqUFl4dHdaX21EZy01TW41ZVFkelEwZEE1U2JOdHlOOV9QQmhmOG00N0xVRkFTOW9qTXNzSl9YTHZqQzdMOVJIQmlnUdIBygFBVV95cUxPX1hCaXpTVkpYTnRpd2xaV2djcFJfOU5YNmJicGtZTEE1enBUN1NDUGt4Tk40Y0IybnZzX3JZTDdUS1ByWG9jZWZ3VVhzM01YMzVPbFF4SjhaZjVXOUtjeWdpd2pOVGRybTZDV0lSc0pUVlpPd2EybXZLZzIzWjdDR2s2bmh6RTR6UXowRGFkZW9yVDUyblVEVXo0Vm93cTg0Z1NXM1RKMTJqcW0wbUI5TGg0RWJid2VnTWZqZWJlckt2MlR1QlhTaGpB?oc=5,https://kumparan.com/jendela-dunia/jam-operasional-jaklingko-saat-lebaran-2025-untuk-penumpang-transportasi-umum-24k2UbKqAuB,9.34
https://news.google.com/rss/articles/CBMiwgFBVV95cUxNUG1iMHlSenB0UnU4c1BlbFM2bXEybnpNbFNMUmZ3QWhPeHZiaWh3UTVCaDVuT21zN0Ewb25SOUQwalFoZXQ3SHB4enQ5RXpvLVRkamNwRXVoZ3BBakxMRUZNajUwMVRWN2dYTEhzdGhJRzFKWjgzdEVwYlpQbG1nUkVHMHRMbXJVZTVqc08zZmkyWjZ1X1huYXEyX09SZm9Wd2Nienc3ZWMwMVVDeml4YV9aUEw2ZjUzdVZWMUdiaTVfQQ?oc=5,https://megapolitan.kompas.com/read/2025/06/02/09291331/kelelahan-narik-usai-orangtua-meninggal-sopir-jaklingko-tabrak-tiang,4.19
https://news.google.com/rss/articles/CBMiuwFBVV95cUxQQXdNSVduUk1VM3FmZC1KSnVSQktSSGNyMG55NW5BRlNiX0dCdjFsSms5aEJOWkVVQzl5YldjeV90UHdLdVM4TlhNMWFWcjZBZW5KVWVLWjB4Ujk2UFlEamY2SVM4dDhnTjM0V25jbm45U2FIZTU0VnVrSmVOOU1Qb0RaYi15clhGc1cxMmptLTNocWdweFluWXRyaW50NkY0RnUtRHM4dHVZUklTd05rdHZjRDJTUVNLZEN30gHDAUFVX3lxTE9obkNhcTRMN1hzeXdkYkdvYWo3ZWYzdkd4a3ViaDJ2OGZmbmROREFYTC10aTlldm81YzEzenBXRHVoVmZaczZXaWFmLUw4WGc3RDJ6SzF4Wld4Yk5lcWpVaHBrMW1fZ2owUFoxbk5JMl8zcDR5NlRhSTdfWW9JTWEzZjNQdllNQUlJRTVrb2c0dEg4cmtmenNSUE9DVkxORGZsVFlWcl9KSnRuTkVTbDNPVTRGTVREOXJiYjNYcFBaYVdmUQ?oc=5,https://kumparan.com/kumparannews/dari-depok-ke-jakarta-naik-jaklingko-krl-dan-transj-di-jam-sibuk-ibu-kota-24tWXYTRPcm,10.82
https://news.google.com/rss/articles/CBMiuAFBVV95cUxNNDItb3A5VWpyQk9fQzMzdzF2Z2xSMU96ejI3dlc5RGtXaEh5bU9oNV9TdWdfN0tlMTIwQmdCQnBQbXppQVdqNnpiTjRwYVFPbmFSZnFnTGhmencxVG55M0YyMUI2bzZEeWF1ajRYZkhFLWUtRzJWTDlDQWxkcWJhdjlld2dCR0gxdk5sQmlDc2NDQlBFbWdOMk41WVlnaVF2STFieUlBSVpVRnRoQXhNdmxoR2VPd3B20gHAAUFVX3lxTFB3V2QtUTBFUzZudGE5Q1NsbHdiTlNwR1NZanhvc3pvdlJfQ1Jnb1dpWkJGV3Rub1VBM2VsX0JoODZ3cDlLLU9HOEZHS2Q4b2RJMXBiVjBUQ2oteV84am1SRE9waHB3V25ZTnBGcHJXX2RsekFTMnV6V3I0cGQxM2F1cXU4dmtjZ0d2ZElVbWpLSmJwZHVUZzVuYXBzR1BRLWlRSWNYWXFVV2VPc2EzWnF3cnNhY092ZF8ybjRCOUNHRw?oc=5,https://kumparan.com/jendela-dunia/apakah-jaklingko-perlu-tap-out-ini-panduan-lengkap-untuk-para-pengguna-24t7f1tIwt1,32.1
https://news.google.com/rss/articles/CBMiygFBVV95cUxOWXlxdjVuenowcUpzcl8wODM5aTlfQl9aUzViWU10Tjd4X1ROZDBNemlkQTl1X0dNTmJqeVNFTmNCSDluMlFWaVFSZW5Va0t2b0lBRXNvc3Q3cGdxd2RRLVY1ejdsaWZYUVdKNXE2SU1FYWFTUVVTZm91UEFJbEN6bklsS2FNQUtrREhOTkhyRWpVNjNFcmxpa1U0cUxaeXJ0RlhKZngydS1TWWRCZEF3SWZhTkpGOU9HTlo4eFRFUHhQc2V3cUxrcDVB?oc=5,https://www.metrotvnews.com/read/KYVC47Za-dorong-penggunaan-transportasi-umum-operasional-mikrotrans-jaklingko-ke-daerah-penyangga,12.87
https://news.google.com/rss/articles/CBMi5wFBVV95cUxPRFl4TnlNcTVXZ0FyV3ZzVU02QXdZc2dKWV9EVk5ubVNWNDJHUUdFMC1iQjZZS2gtWm9SSTh5V19VTVdaQUtGVlFXSVdZYkNGcS1QRXlsOFhTbFhJUEpiR1Q5SGtRWC1BTnhwdzUyblNLWE5IcTFuZGZuUDZSSmJrRzMxWWlkS2Z1NGxMdU1rSGZKTlNDdXFRd1RRd3NfdUJYTEdQdWdIaGtZTzVJVnZROHRZT1hfX0JxeHZLWlVXeEkxSURIT3hzSWR5b3lhRVZHdWlqZldRakYza0RtXzI3bGZ5NjNfaFU?oc=5,https://tangerangkota.go.id/berita/detail/50843/dampingi-gubernur-banten-penuhi-undangan-pemprov-dkj-sachrudin-dukung-wacana-perpanjangan-rute-jaklingko,21.38
https://news.google.com/rss/articles/CBMirAFBVV95cUxQbi0tdmtTeFE4RWEyN1V0NEFURk9MaWVqdURuaU42MUM2U1FRTEdlaUUxaWpfcXdCeFB2OFg3Q01Oakp3XzZMcHFpbjN6a1JBX1hibmRyOEdxUnRwT0JNSkZ5QjdvM3JvM05vcjVsY2x6clZDTXpKcThFZGpEM21tQzdnRDJwUTJZV3dRelNkMm9qU0MxaTJCQjlwWWctTTdZSlpodzVZSThUSm1z0gGyAUFVX3lxTE5xa1h0S2Vsa3RfVjZwVEhtYWQ0UTlyOEhTMGtkYUhiVi03OUdwcmxiSFhhMjZnM3djX01neGFfYlE0ekY5QlNnOXRLV0FJcmpReEhHSERXeWZtTVY2cVAweU9uSmF3VDdraEE2Vk1CQ3p5U1VmVGZONHIwMElIbGVqNVN6bkxGQ2dHTlBXMUM5U3BUZnI4Y25UbUVKdGtxMlhZaHgxX3pPSGdlMjNJWmo0VkE?oc=5,https://otodriver.com/mobility/van/2025/asn-bakal-wajib-naik-angkot-jaklingko-siap-tambah-armada-asnebigjada,7.05
https://news.google.com/rss/articles/CBMisgFBVV95cUxNRkZxT0I0QkktVTFiVEFnYXlzX3hybDZvMWhnS25VTkRZV3FMTXhPVW9jWWhqTDdBd2ZuT1g1dlJaQTFmT0lXQzV5LVVTbjBJMTBvMzNQQjFLVjFxMnhUX3JOakFaeFpnR0hfa1g1TXhHTUI4dUNrMGRkc3k5WDdfR0tlT0FLVVhQRkJvMERNWGhadFRzYWp0ZWpucWlpOTkzQmNDSmJnYk9Jb3k1MWJlbzFB?oc=5,https://www.metrotvnews.com/read/NA0CEDg0-legislator-minta-pemerataan-layanan-jaklingko-hingga-pinggiran-jakarta,35.04
https://news.google.com/rss/articles/CBMixAFBVV95cUxPM21icEZEaHdGME9neEVQZ2tyakhDSTBLaTZmRWRYM3dRWUVEeUZ6cDB6N0JTV2JCVW5sSUFMYmdZbHh2LTR6OHdaX2IwTkpiZ0pEVFFqYmU1SEFlXzNWQUJhSHpPbWNLWi14VHpwUF9NbWRQUWdZYW1PbVo0X3NjaUxRakNQb1BpOExqOHJFZkZlUHR1dXlmTG5haHVBV2RQMndUMjI4RExQVnRGOVBDdnlBaEpPUUtOa3hsRVNhNTFCZXdm?oc=5,https://megapolitan.kompas.com/read/2025/07/03/05310191/saat-tiang-rambu-jaklingko-di-tanjung-priok-turut-dimangsa-maling-besi,2.36
https://news.google.com/rss/articles/CBMinAFBVV95cUxQdEhkQURmbTkxQTdqeXpwNng5OU5pZ29xVEw5RTRxOTRFWHUtSVlOOE9qUk1NR20wOUxVLUoxZFpKekpqZHVTYWpBcXRGalB5UjNoOXpvcTNFQ2FfQkZaTDdidXZxRllLNXkxOG41SFRIUXFmZVMwYldNdkJ5ZVlvR2hXV0xhNXFIQ2RCakVMNG1zSXdTWkNQZGlTVVXSAZ8BQVVfeXFMTUVKX3RNSVRzT0FqcGpTQ2JtdDA3ai1qQW5LdXA2dHR3ZG9uc2ZPdHNHQlg5azFaYXRWZHZJTHNNRXl2S1d3bm04azgwQ2RIb2RqekdOOWZCRGEwaVQwd1dsR3VETllLaGp6TDNtclgxaUhuNF9QeGJuQ1EwSnYtYk9VM3hWVG1wcWMycGVoYXpyRU1XN0liUEVEQzhpNkZz?oc=5,https://www.antaranews.com/berita/4803929/patuhi-ingub-wali-kota-jakbar-naik-jaklingko-ke-kantor,8.1
https://news.google.com/rss/articles/CBMiyAFBVV95cUxQeEZGSXRTbVJyZFV4WVByRlNLU21WOVRld3VRVXR3TE1jRDg5VmVncXJXaFhmMkhWTU85Z0ZRSGNCOVpPdzFNcFZQVWJaUlB6akhQcGZDR2t6dmQyWFgtRFNuZWVFOWpyRzFaUi1ySTMyTDVqMVhqUHJsbjJPOFhJZ19EU1pfMkVWSnBYLWxqWmtsVVVGVk9lQVhyUzNDSzl0WU9wNC1ZQnQ3N3E3b24xdlNzQldYZVh4WW5sc055R1YySWdUaEFqWdIBzgFBVV95cUxOVVU5dFBTdjRoLUVVcUtxSV8xU0l4Z0M1Z3dSYUlVSEZUWWVxamVFeVdIeEdta29mNXpRRG1qR1FVa3FMTG9tSXVDTllkWHN4RkVqZkYyUW5OcU5Sc0hmZmJZNnRLaFJTZE45MUZhQVZIWXpNbVhOUWVGZGdmQ2tiRWJURjZHWmJ6YkRSdlAwckhVYWlKWTF3a0VXY2RIS0lab2ZSZi10TnA5dzZaX3JjSnppWWUtTWhUNjFCUUpucDZIWElQLXNZX2JGWERaQQ?oc=5,https://daerah.sindonews.com/read/1581793/6/cara-ke-taman-lapangan-banteng-naik-transjakarta-mrt-lrt-krl-dan-jaklingko-1750241165,6.54
https://news.google.com/rss/articles/CBMirgFBVV95cUxPNE5jYTljZ0tBczdmemdxWU9laE9jVTh5bm1vX1IxUU13c1duenpoZkcyUEJIZmo5SW03MFNrWjdkbExlS0VST2EtUWd0Q1Q0dlZCTHpPcXdCYzA4OGNld3hhckZYVlFEWmlXNGJvbXBIbU02NGNIUk9fb0NDUjBSVWVnSlN5aXJNQnBKd0prd0RjTmQyUTY2eGg1UGR1VjRPdFhiRjBlLUpsQTZYUGfSAbABQVVfeXFMTmdEbURpVVk3MENMNkNsaTQ3eVlxbE92RXJwNWctTGVGOWZ3ME1xdko3eUw0a1J5bU0wSllJei1uRFpZNmhOeHpZUE5xUGhYUG82TU9oMHM0NVVJbXhxYmlRMzhEdnpCNDN2dThlelNnUGNCSl94OXBYUHd2OE8zRENGV3BxbVIyNFp1RnJPd2E3eE0wakQ3OXFYM2hsVDVpeWhta0JIVEUxSTQxOFAzLUs?oc=5,https://www.antaranews.com/berita/4908041/pramono-akan-berhentikan-supir-jaklingko-yang-mengemudi-ugal-ugalan,14.24
https://news.google.com/rss/articles/CBMirAFBVV95cUxNMlhwMUZaTXhseG5yOFJlN1pscVNkRTF3Wk8ycWF4ajNPcVlaNEFIWWlfZTVQaWw5LWFJZ2xQZTJoQ1VZOGJLMUN3ZXJNRHZuM25aT3BmclJLVTBUbl9DMXM4Q1lNWXppWFpDaE5vZHBIdllucjBaWDRjTlp6eG5TWERFRHc5QzIyUThHd2RVYTZZY21UVHlxNDMzRUpyeUE3U0RtalZJd2I3UjFa?oc=5,https://megapolitan.kompas.com/read/2025/06/18/15125571/pramono-ancam-pecat-sopir-jaklingko-yang-ugal-ugalan,50.91
https://news.google.com/rss/articles/CBMivAFBVV95cUxNTUZ3TUFfRWRFLW1oMjVzZnNadm90MTZKZkVSQUxZb1NLZkczb3MyLTluQ200V1dsa0VzWFNQbkpSb0JuNkVHSUlXUXRRM2tMcTFScmVOUU5TV2NEUTdUa2FvUW43U1FYdVBIbWVDSVNkcmNXLUJGZjR4Slc0SzZGMllEMkxiLTB2a0hMa3JQeERPUEVRdjdMZlZXaE9wdFYxLUVRS3B5MXp3aW5mdG1nNDB4RUpENHRqSnpPNtIBxAFBVV95cUxOUlNTNXRiUHdYOW9fVkl3anR4ZGFzMk84ZWZscWVUZ29ZejBEMmh6UWdvQ2NlUHAxMFNYRkU0UWxITXIyNW9zR1lJR2RPeTNyaFlNSi1CdTJKOHVuTXJsdmgyRkdlc1VkYmdvRUFuQkk2X0hWXy1ZeDg0VS00b2FCSkpoejhfRjNFT0ZzQ050QzdoUUQ2RVNJdFNsbnRFMTNZQm85bDFUclZ0RVZDUXJUajRTMHNSV1hhVm8xZl9iLWRoRnRi?oc=5,https://kumparan.com/berita-terkini/promo-mrt-krl-transjakarta-jaklingko-17-agustus-2025-pada-kemerdekaan-ri-25aBEPITRtI,21.87
https://news.google.com/rss/articles/CBMipwFBVV95cUxNSnFQcDdGbEVZWU53YnJrYUpySXc3RUhLMEJoblEyeE5ySXhFT01hdlhFWndwR01MR2F1VUV0SFlpYkxUOVRaVXhJOVh6RjRUdEM1WWgzVXRHZi1ZNnV1VVpaOVVhZEE4VnNWemlEaGI2RnVEUU9PLVQ2b0pxeEswZ0FlXzFneW8wR2RpZGczeHhJX01pcHpwRG1NT1VpdENYcThwMHRlTdIBrAFBVV95cUxQSXpjQkgwNU0wbzVWc3Vuejl5TkpBSS1qbzJCdlRwRV9GTlk1V1R0eXhzMWhJeEFGQVFWaV8wZWpRWV9nUjZrMFdjYzRKZDRRNU9iRUFpLVdnVVhQNzcxeXRocGJFODlCLV9zdGU3OTAyZmt2TE9lSFdwTTh4ekliQkQtX2NyaXZhQ2s5WEFSS3p6V29vV2xMYUtvZ25sb01PYVVrbU1iUnVNNm5s?oc=5,https://news.detik.com/berita/d-7909197/fakta-fakta-angkot-seruduk-4-motor-di-jakbar-hingga-8-orang-luka,31.19
https://news.google.com/rss/articles/CBMitAFBVV95cUxPcGs1NXVMTzdUdjVlTEstSjh1M3dCVTZBdmhEbU1fcl9NREhuYlZ2MGVoTjN2dnFuU1l4OTM2OXNaaHdxNlR5OV95UFlkWFBoQ19ZMEp1c0tWMGNZcHQ0SkRWVmVVbHpqUnI4blpUZF9MaFFmNEotSE9fQUFiVmY4OUF3bjdPZzl5elJBOEVaUzNCbjNGNjBiSFo1aTJVQm94Yzl0SmlQWmxUTDh1WENtY2g0MlDSAboBQVVfeXFMTVRPUGVIVXg3VTIxem9KYXF3M002eDAxa3ozdlVzSTlKOHRzdTZWajd4bFoyLTNlMlVERkt6b3dEZHljYlBJQjMtMXJqQmxqbUxTc2xiUTVDVVRhVF9LM1lsSGxVM1k1LTlYaTVyWUJid2JFYmFtaVhZZzN1QkRiOWMyX0tuaTVwNE1fTUhvWDQtSF94ZGhxNEQtVTg2QUtwMjc4SFlvUmtMOGxXeFdnR2VaVThsU0Z5Tnhn?oc=5,https://news.detik.com/berita/d-7908589/angkot-mikrotrans-kecelakaan-di-jakbar-transj-pastikan-tak-ada-korban-jiwa,32.88
https://news.google.com/rss/articles/CBMiogFBVV95cUxOMkNCWDYyNTNWdXRfMEVEaFhYaVQ3Q21TTWhvc2dLNHpwQmJTWVJJTmgwbEJJMThheXZhTm81TU1sajgyVWRhV1ZjQ2prRm1ycjd0M29oaUVNN2ZTajBEdnhxc2lONjNXTVVSWUdwdmt5Qk95QkR0SkNwbU9jWFFhQXhwSGRsTUFRU0lHSzhQLVV4YjZ1VHc1RU1fTmFIUjR3bVHSAaQBQVVfeXFMUGxMWVlBaURwZXZWUkJmbVY0NVEzRlZFSjdUbUlFUml4em11UzJPa2JHUGpqNGpBZzgzNGlrcDVqeUQ0ZDhEUTRoWWFidloyemF6OEtFWlB1QUFnV252anBiZG0ya0ZvclZWYWg1TGhuNUJyckI2aUtuVy0zbEFteUJ0dy1IaXRWRDRZSldPVjlTTzFqVFhpdkowZG53U2VjQjFld3c?oc=5,https://www.antaranews.com/berita/4818173/jaktim-upayakan-penambahan-jaklingko-di-wilayah-perbatasan,10.87
https://news.google.com/rss/articles/CBMiuwFBVV95cUxQcll3Y2RpODdFbVBKVy1OR2Q3SUZtb2ZxcDFxRHp4LUhPQ3BfTnc3bDNnRUJ5YllGYU0zcER3VlA3T1N0cDhzUzBTV1d1R2F2Z2hxRFBMN0M0aUxidF95Y25OeTNBcVBoLW5Zcll6MDdQbzFrWTlxcF9rZDVrSGhqcnkzYkJwN3hkTG54UDlhYmRDQzg4RnJ6YVBFanduRGdGNnplVk5STnFibHU0QVc2XzBxNk1rUUhIWjFn0gHDAUFVX3lxTE5URzNqY3YyQ2lvMEhrZmJjMTZnU29LbW04VVRGaUgtNlFIZDlxZnRaZ3VRTGlEVFdPS1VqYThhaVFtcW5qMlF3S1BtQ1dwX0x2dnNyanNXMkhXSXotZ1J4Z2FjR3V5UHhoeGRTRjZFMmJNY3FjZVVNc3FGRlBDMjU1Q3E1a0VpandBSGxQNXJ3ejYxdUNGNTU3OHIwcW8wdm5RWWJEUmY3dllHdDZBWkRmSDhlUDZIb3VsdlVjX01RWWFpbw?oc=5,https://kumparan.com/kabar-harian/daftar-rute-jaklingko-lengkap-2025-untuk-menjelajahi-jakarta-dengan-mudah-24W5BRU1pic,7.88
https://news.google.com/rss/articles/CBMiqAFBVV95cUxOSVozWVhGaTZ6Tnc1WXd3RVFUVUpSSW51T1NPNFJGRzMxdmZUdmNobHA0cWVDVDJ4TFItWlFENzc0aDRsVzdwSXdqd3UzRU1HVXV0MkhIXzFWSzZvazhVYldmRDZPVF8tOUdjc0JFTFdsbXU3R0NITDRRdTNRZlNHTlpieHJBT2djc1RGZENQY0w3MkdnNWprTDk0OHlqZ0NVazRhazNiOEzSAa4BQVVfeXFMTjZtRXNodDBOejJUN0I1bm5xMXdOcUh1SXRZRTFjSXI2WDE0ZmdzOVRuQ3NIVEE1dWRWY0J1SXRUSTl5SHFfUWtiVnZQalRhZzIybmJpV0EzeU5POWZaV0ljMExGS295Ni1wUkFLMjE3N2VpMHJZVGxMV3pSWW9yaWF6OWM1OHRvaVlybmNHY2pTZWtFVlI5TG01MWFVTElBMENfSVpwa3dPVV9ST3lR?oc=5,https://oto.detik.com/kendaraan-niaga/d-7903680/transjakarta-uji-coba-mobil-listrik-buat-armada-jaklingko,34.56
